,-5,-4,-3,-2,-1,0,1,2,3,4,5
AAPL | 2019-07-30,-0.0024477698221591,-0.0077473532877442,0.0005141323057953808,-0.007621138135146246,0.012133204138205095,-1.1941442601369305e-05,0.0375028135867785,-0.007452145811098321,-0.009619049791736162,-0.006096923756664999,-0.0008549924879314025
AAPL | 2019-04-30,0.0012524196473492344,0.0018910489789987343,-0.008385062398501177,-0.011690384775970813,3.9621360054750655e-05,-0.020553260896998216,0.060511119490374736,-0.0031761319926202664,-0.0019394526654662337,-0.008579250769096332,-0.0019717894086168086
AAPL | 2019-01-29,-0.004725786002628886,0.000720104379675574,-0.010186583680250483,0.021727160519501423,0.00034889899009028433,-0.008982402705911365,0.04784252618573859,-0.00434907688141317,-0.0011655826085430474,0.019197766238762348,0.010562205010854711
AAPL | 2018-11-01,0.0011774193857192541,0.002040216839747897,-0.012392084350207978,-0.01254311227243373,0.013710808447121197,0.003312045512523773,-0.060213826405313205,-0.03509450633812626,0.0033992494072111806,0.006827376270655806,-0.0014694736088687794
AAPL | 2018-07-31,0.001805290445618335,-0.0007357905560349438,-5.127077101052275e-05,-0.009698357756181702,0.00044839018643094437,-0.003561534383978178,0.059815422670106616,0.023622696404834616,-0.0024067342890541745,0.0010999244171200533,-0.012688065199038093
AAPL | 2018-05-01,0.0024542155431967506,0.0021569680368134867,-0.009211233481180029,-0.01288764609674597,0.028147285993044505,0.02016679952894946,0.05301176023203538,0.00460484889647619,0.023637677224315062,0.0030560507489147057,0.00517217945559635
AAPL | 2018-02-01,-0.019115041241197245,-0.015273837039981707,-0.011293260779349164,0.009571905541674407,0.001656626273291405,0.002645786667827,-0.012927395046889563,0.03423670787488198,0.01603503727575081,-0.01451948166444119,0.026696970914402395
AAPL | 2017-11-02,0.00393257870445957,0.024666972662352942,0.025757704337131083,0.011871932774168478,-0.015590353550589726,0.006232452793418096,0.02131661629200371,0.007683374465953599,0.0026207395450802925,0.005498388416142216,0.0019349223651708115
AAPL | 2017-08-01,0.0005862490565807831,0.0034865511998865627,-0.01895573133989408,-0.006754871105558581,-0.005435955603996068,0.005628874331922945,0.0458279216166189,-0.008920932091674478,0.0025468108115776463,0.012975186323054371,0.00928226062204765
AAPL | 2017-05-02,-0.00019546477151398314,-0.0070098616013516135,-0.0011943600991630061,-0.0009597603571166076,0.017492864037981243,0.003875888815393506,-0.0035506137971472113,-0.00558699561595946,0.011794353918047019,0.0256409738885107,0.005707937589876081
AAPL | 2017-01-31,-0.007257402937724699,0.008237758079659666,0.0008507088769540124,0.0005607783450918314,0.002574749564148591,-0.0018020734923589429,0.06039051394701159,-0.0025487812785008404,-0.002704767315894434,0.010998639267076876,0.00899257027269415
AAPL | 2016-10-25,-0.006682188392565279,-0.004809615488667987,0.0014070543969732818,-0.0033675601459521205,0.004486002234976816,0.009565266877018022,-0.020192116345950084,-0.005989724613419861,-0.0028980394238728433,-0.0009807513571653812,-0.010448056803424175
AAPL | 2016-07-26,0.0027628214369705213,-0.003261259425473802,-0.0004501474422736662,-0.012230830405004105,-0.009214280558407801,-0.00653137935747681,0.06705506032305807,0.012385804112253491,-0.002390717459752215,0.019829797436426894,-0.0068080407062417764
AAPL | 2016-04-26,-0.008410450044020475,0.0016619548658273245,-0.0042730938263201195,-0.002299475675239566,-0.0030699254878269865,-0.008639765926172657,-0.0640097836287962,-0.019300403840072804,-0.0050923731427925355,-0.00968856706826087,0.027064994649386012
AAPL | 2016-01-26,-0.005235398499752715,0.015231651421568447,-0.010907677112410934,0.029694634669911943,-0.001028092717931469,-0.010769053661701607,-0.052789986657668875,0.0009378670992579545,0.005838731387188104,-0.0086059037184347,0.001900249290827851
AAPL | 2015-10-27,0.01939245241458786,0.006529859749414561,-0.00604020699082989,0.016628561604341136,-0.030164272477010964,-0.0037873617753113806,0.025829387351806232,0.010489290617694305,-0.0031925199916766353,-0.0013584743878171154,0.0074394979539159365
AAPL | 2015-07-21,-0.00638906644404647,0.009292847456615958,0.0034563196476362443,0.006292023493917269,0.016920467839707593,-0.006494283251860642,-0.04083492689243513,0.004561466344959876,0.005242895707594498,-0.008747181502910258,-0.009662060292247393
AAPL | 2015-04-27,0.012119408474164354,-0.005466771252567571,0.006876395408850339,0.004283570526631432,0.0009283919282062607,0.02078094198908352,-0.02004558278196636,-0.012515778762029127,-0.018580042259602362,0.017956756542489044,-0.006399040188870568
AAPL | 2015-01-27,0.02300280751308497,0.0019921151938360393,0.010805939930203375,0.00879879705103558,-0.002616646382507273,-0.02420629138065522,0.06743800212137356,0.021130812386598835,-0.004186400898398201,-0.000568124399394283,-0.01428685995339559
AAPL | 2014-10-20,0.0004574779785298574,-0.012762338348471639,-0.008102305880143532,-0.014332322475250762,0.005156097619459617,0.014339295468629325,0.013324059264241782,0.0087042838023645,0.008752024139917302,-0.001980732273260003,-0.001184270798063978
AAPL | 2014-07-22,-0.012274766787733586,-0.00923510671372614,-0.013527001286249046,0.007847743861624044,-0.0055574488565763224,0.004333228131438172,0.023708262779675207,-0.003393249791628713,0.007470154129675267,0.012173387112330441,-0.005747126312289528
AAPL | 2014-04-23,-0.0031759977644666114,0.00968072078196181,0.009208340753167012,-0.0017811344502392567,-0.013460754767613912,0.08010281176214877,0.00918465768568504,0.03627348779100648,-0.005995651290121997,-0.0061436568174468445,
ABBV | 2025-04-25,-0.0166022766758094,0.018333746760853004,0.016345109614168768,0.016080563765538063,0.02958907303033476,0.03216835009760567,0.004212787308714253,0.006585992434963752,-0.010918765212538406,0.020755370380613473,
ABBV | 2025-01-31,-0.001675929752311553,0.04153827191071566,-0.013681657595644593,0.0034225548949136813,0.0011283943236757143,0.047888723502784745,0.03535231120834757,-0.002476998376162498,0.008646495437898857,0.005584413721841723,-0.010498164104762342
ABBV | 2024-10-30,-0.004385956948663147,0.007416571831151568,-0.011003571475151106,0.007635793580709465,-0.0031098479129725537,0.06269622449672664,0.013933093114977008,-0.003965345817747035,-0.016138492940716644,0.0019960031374029854,-0.009040442612966507
ABBV | 2024-07-25,-0.020571566060602293,0.009604831635751172,0.0027102156504273337,-0.0022701868509836026,0.027065485758905238,0.03569926274677304,0.01151267556353655,-0.018000696974359482,0.02840190710665328,-0.014680479262974395,0.029134408960372078
ABBV | 2024-04-26,0.012297700749570588,0.005588156576912949,0.005602331949478684,-0.01114527199909465,-0.0025594752683934445,-0.04957446065726938,0.010177349443442466,0.0105870462493868,-0.005501389913319492,-0.009045485977549022,0.014137546358051735
ABBV | 2024-02-02,-0.004509633200073776,-0.004817030164031781,0.006062232297956728,4.854496527798187e-05,0.016516238167382874,0.00394176757605459,0.015806310854799055,0.011133953781140687,0.007943061505121503,-0.00160604880521405,-0.005512120751384217
ABBV | 2023-10-27,0.007175806012391329,-0.010103506283781143,0.009311674403721767,-0.004534733761763072,0.001736018418007002,-0.04241531071492284,0.018767797325541482,-0.006453750987041542,0.00689494700978378,0.0016606811012657443,-0.014867146783759543
ABBV | 2023-07-27,0.03528696697870171,0.0108343237976795,-0.005323095111165686,-0.011805426927520936,0.0020154343293660748,0.051385911180870596,0.009866591728229207,-0.008905193937051087,-0.0059236566169954385,0.010781921549521761,-0.0012230792375867471
ABBV | 2023-04-27,0.005160400495391299,0.0035306300509885206,0.009689717957306129,0.010442831249386908,-0.017691666572404473,-0.08728850133571042,0.011838479137815222,0.01699432367746245,-0.009682617330732935,-0.013379509062949461,-0.0103317073794446
ABBV | 2023-02-09,-0.018375238019994054,0.0055469574597527115,0.00023596132841974802,-0.004854803416694181,-0.00031663446885081895,0.030770689261230576,0.020866089849162522,0.005903082327880427,-0.008146444436268756,-0.011906985262933488,-0.005774030521449849
ABBV | 2022-10-28,0.02012658088279648,0.020927016119592586,-0.01355991481534926,0.018781125273537733,0.006915066904756047,-0.04741845722502619,-0.007350427310565245,0.003296396373816508,-0.010010145331727444,0.0011206397117309156,0.000302581987592955
ABBV | 2022-07-29,0.006473053786453571,0.010043455814234587,0.006621396736494846,-0.007687432443897741,-0.014402480136831295,-0.04746109056157628,-0.023368925394933463,0.001973933512485852,-0.0004711813691792178,-0.017233417912185987,-0.00715434741304578
ABBV | 2022-04-29,-0.013213777181463304,0.0047658609544762,0.008441700487706878,0.006905371241497283,-0.019255951992464146,-0.04801803989498607,0.0030624183729593543,0.008341267273494702,0.0004080953008973945,0.015960710224142704,0.004918366366898223
ABBV | 2022-02-02,0.008436334144791627,0.014827769221804205,0.000956162731572785,-0.0180516118004165,-0.003613313758411187,0.006094934460778551,0.026835263805155798,-0.0041106130405700715,0.014368560914556539,0.0016698521732385705,-0.01050300876114623
ABBV | 2021-10-29,0.004226525219571306,-0.009016890896008725,0.007926300790173034,-0.006566209905475546,0.005170846002961711,0.04430696795335475,3.591721940396104e-05,0.012541173556584236,0.004628307544655229,-0.007112677009695065,-0.0014498638874663396
ABBV | 2021-07-30,-0.001506663116415151,-0.005374103368413771,0.00406589936000167,0.004681756276126537,-0.0004761184601808862,-0.018546700522700167,-0.00655164593785852,0.001155402471907433,-0.007493883320157848,-0.003997501230425064,-0.007350217094888681
ABBV | 2021-04-30,0.0054140611342073895,-0.001000452292772747,0.0005770823348360148,0.004910015582458786,-0.013420907063959629,0.009887866012406557,0.0268406191767575,-0.002729505506042361,0.016073482701063516,-0.002393978532650375,-0.007345024348886441
ABBV | 2021-02-03,-0.037386492421235686,0.006462140454959679,-0.003276675590681689,-0.013583271225063347,0.0011415659595470206,0.03250498220131325,0.006643346948674335,-0.0013395031015123546,-0.023055592798134527,-0.013096697978999114,-0.012973325439742452
ABBV | 2020-10-30,-0.0022593770986885486,0.008202085314394869,-0.01239412064372784,-0.0016880823963539397,-0.0064735077070713545,0.06346596434261433,0.028039521527361038,-0.01619127457980133,0.058401787259077506,-0.022666925380122098,-0.008904239487715487
ABBV | 2020-07-31,-0.006778510351815323,-0.0069582370212661095,-0.0018154047871984627,-0.008105160456810246,-0.009203239872580225,-0.01944323181595423,0.0035383015711188594,-0.021864460320652167,-0.017786475528159505,-0.014047581975025356,0.0013247447532778486
ABBV | 2020-05-01,0.007369059866394518,0.0010030913951149887,-0.019094472474915816,-0.009501399488234155,-0.011776706761919425,0.02960365107862949,-0.01567496721686472,0.03522790612348358,0.00565997764354718,-0.023655346582264664,-0.01695758194942048
ABBV | 2020-02-07,0.007910710243033546,0.008487488392317218,0.010130697461928642,0.01567229251595323,0.00289630700835154,0.06373263213662696,0.01927314889604391,0.011348287373292552,0.012112156132130757,-0.02353621436303019,-0.015630739175597826
ABBV | 2019-11-01,-0.0060919472664651385,0.01958237350300306,0.0036381821325807287,0.013328017299553352,0.002446533533383769,0.02003488003581996,0.012924764053754405,-0.011687779863824273,0.003398270348678041,-0.00221746814752653,0.03780806587417176
ABBV | 2019-07-26,0.010206231877226715,-0.00958710939541147,-0.009099555619969538,-0.007277934155583916,-0.006680034866274122,0.010912654231552608,-0.006484729897944911,0.002894305827290462,0.0016293201792119214,-0.003949330690948077,5.938162628819476e-05
ABBV | 2019-04-25,-0.005732643993146801,0.007539522695250158,-0.0008272125037933975,0.0032240584121324962,0.009886712860182409,0.00112068760691856,0.007534162137424245,-0.011212496830103587,0.0018280295544056639,-0.002290942550719225,
ABBV | 2019-01-25,0.011778973746188515,0.008056355200552315,-0.0040984912674023165,-0.029816579524450493,-0.07127568626183323,-0.03216827902561766,0.006836006132073744,0.0031541424036364007,0.006334413862879347,0.0024138199155980663,
ABBV | 2018-11-02,0.013207635162209911,0.016797322971231703,-0.018323590381890072,-0.06029631933272653,0.016264805578787497,0.0013013060156454644,0.030799392449039543,0.0050033074576647605,0.01059146083016169,0.012967157107031654,0.02549341652542678
ABBV | 2018-07-27,-0.011318258335526228,0.0018957627210601001,0.01624566112974559,0.003584178688295036,0.011936163900902911,-0.02796159327040286,0.016727756968156846,0.0006940099529355957,0.018585961913394046,0.004992055398539034,0.007320587079304555
ABBV | 2018-04-26,-0.008648212093444635,0.004399756386557671,0.004057414869665606,-0.004470922452529289,0.00122372361859283,0.04535900499679488,0.009798580294936476,-0.013715538679722243,0.051910315579458716,-0.009536463680053092,-6.346050796848259e-05
ABBV | 2018-01-26,0.002263675274344544,0.008599051573227042,-0.0141436973151549,1.2973071241992665e-06,0.024152827838263852,0.12515824356023078,-0.0029220921225278874,-0.044397553301768214,-0.03377111818925019,0.035561354184819254,0.007496545509692212
ABBV | 2017-10-27,-0.008683478202569633,-0.014975335291557658,-0.03215179790541551,0.0029217793870934088,-0.026154318477505527,0.019664556917026055,-0.009523830269671832,-0.009651340902786824,0.021970023823739297,-0.016683134927410522,0.010831385539706024
ABBV | 2017-07-28,0.008751193659837007,-0.008594041306010455,-0.021642595486784464,0.0007051221734269276,-0.010883204502093293,-0.016660530590955944,-0.006798224838147749,0.004349473380356222,0.004223706784875346,0.006105101791498403,-0.0018271438382461327
ABBV | 2017-04-27,-0.002192695119616595,0.0039301461206759005,0.0024531130996406584,0.0008919398459020789,-0.00019291660022008707,0.015516329393725346,0.00020276106288584159,0.006678059844150068,0.0012935585986453752,0.003173092281102666,0.0069925411912375975
ABBV | 2017-01-27,-0.007317068439478823,-0.00022962652845424664,-0.01320814074545876,0.004675181732626087,-0.0009957982391780068,-0.019791603036086555,0.013577976864723533,0.012213615143960016,-0.0039042064018340148,-0.0005934186787046693,-0.01133312435892183
ABBV | 2016-10-28,-0.012829201210868108,-0.0023309999628154552,0.010236389152184529,-0.007293893158322582,0.009668858688707054,-0.06023539579805455,-0.03176257123791,0.017949776481647042,0.011721876849347331,-0.012074302205761849,0.0039325101796360935
ABBV | 2016-07-29,-0.005270668542147825,0.011096798183882458,0.001985915025142441,0.008379608386479687,-0.0040166157450659155,0.022064645448013974,0.012184643572740492,0.00386773747028807,-0.005826321822221611,-0.0069910944531618325,-0.001174065061435168
ABBV | 2016-04-28,0.020073820724772356,0.0011132625240364929,-0.005232627631444079,-0.002118867628496528,-0.005021694213531509,0.017491627250568638,0.0019639414283821738,1.9600057149897487e-05,0.014090913920345798,0.0010565397271545592,0.014893581658235585
ABBV | 2016-01-29,-0.012774144560518189,0.012388582581192685,-0.02127708712068261,-0.00911279208615223,-0.027989296611089936,-0.04235795539892397,-0.009185969116261,0.010494042459441043,0.04818294888125319,-0.0032931996095516246,-0.04581075385606747
ABBV | 2015-10-30,0.031227439180103626,0.032160713445928774,0.016120615566247096,0.0004365348004313069,0.016021453165993564,0.10551113668691783,0.0517846758616295,-0.01803499229787633,0.025404982185697835,-0.015186772316873565,0.021810704465063592
ABBV | 2015-07-24,-0.002189406762181683,0.00979368529328683,0.0007082565233188934,0.0023704853995689503,0.005544389653748996,-0.022335211761845487,0.024740167519140602,0.011261693851721339,-0.016251185251621468,-0.009489539315966041,-0.00019337399836450884
ABBV | 2015-04-23,0.009943474944721954,0.00958886094019162,0.008181207841193876,0.0029150243852650503,0.007722397638231437,-0.007278223781331007,0.025367219569410647,-0.010677228252111105,0.018988684981126765,-0.00823178560913879,-0.0019096389379128532
ABBV | 2015-01-30,-0.001667409982733804,0.0019966407487588,0.02260614394757964,-0.001347610246519356,0.006203870993545774,-0.026139516546404337,-0.0134104589558784,-0.00566293627663584,-0.07172156576682033,0.003570024706341105,-0.014682766798101026
ABBV | 2014-10-31,0.003572513487004561,0.004731963303017514,-0.008246135503821417,-0.01432342452115164,0.011679449120030386,0.02200866058738847,-0.003636484467819085,-0.006239530313212739,-0.009574965531500149,-0.002515915737819348,-0.0202126805143286
ABBV | 2014-07-25,0.011662800653098625,-0.013602198801250003,-0.006176132503843593,0.005331714590038502,-0.008227366862024499,-0.010199169946576766,0.009919677749763187,0.00023313107652844084,0.005690965048307535,0.0010113087826224658,0.00638530868586866
ABBV | 2014-04-25,0.012965381120902206,0.006166153337913898,0.005143309062106397,-0.018867000879992418,0.006462036600072179,0.030738990654245447,0.0034007779910491436,0.00966867097416001,-0.009143736332085269,-0.006901074650590422,
ACN | 2025-03-20,-0.015734377353953374,-0.0059675235765029415,0.017784871851956065,-5.513679749092563e-05,-0.004852572969707309,-0.07199951730109182,0.013714110016623485,-0.003527467772700738,0.004271136516571407,0.012555950306657553,-0.007262178861851782
ACN | 2024-12-19,-0.006207752073582131,-0.003882821458082719,-0.00676989467397561,0.003496628245569877,-0.007312950313201751,0.07146261257602428,-0.02249582755369503,-0.025308717718493186,0.0009186201733397204,-0.0027853230367546507,
ACN | 2024-09-26,-0.01532070265241969,0.0049503287423884115,0.007266046717230276,-0.00018880036038345857,-0.005601659912049653,0.053086913441476556,-0.0156739907923297,0.008084378795931558,0.0034626631554111513,0.012672560083865478,0.015720556279656468
ACN | 2024-06-20,-0.013543058487014207,0.0165468153772904,-0.010786713616288485,-0.002407298963599624,0.07595417017329245,0.01131990856508146,-0.0021894302680533035,-0.0032508654703195705,-0.009175463370514008,-0.004935515900318081,
ACN | 2024-03-21,0.0010417494475955524,-0.003579453174248035,-0.011864942316896748,0.008466531935846539,-0.0030319470817746393,-0.09673715034087527,-0.020890807178878475,-0.008333270883788976,0.010016487840537365,0.0045226785836092135,0.015069392145906572
ACN | 2023-12-19,-0.002645917124299329,-0.014048980572376378,-0.005802590210344462,0.003988105673829711,-0.011909305440065155,-0.007694580601828295,0.010047229028400474,0.015661840648980144,0.014276599005752512,-0.007777158114366705,
ACN | 2023-09-28,0.0058780896892745155,0.016157198800926854,-0.002159621432914775,-0.001221641691407753,0.011967028005392129,-0.05068248074243488,0.02465520158743675,0.003765192306890286,0.011057237537123017,0.0001026395351590298,0.0026567240047921763
ACN | 2023-06-22,0.0132105037301547,-0.008283579652741548,-0.0006242923683048877,-0.006539830224941339,-0.02318207505731439,-0.019082626237278383,0.002353172193767558,-0.0021584930525949484,0.003777483858210079,0.016796730271703746,
ACN | 2023-03-23,0.006098511485052225,0.0020758948168259923,-0.0005542681210654963,0.004352866074080152,0.0033909049209469716,0.06911067682865743,-0.005494405685555934,0.005341362034929393,0.005869597892914323,0.0007068455971907597,0.0028779291289950867
ACN | 2022-12-16,-0.0034739918344584616,-0.0023757408789286533,0.002479522038627254,-0.005395821900009155,-0.005536694356003225,-0.04542743298612275,-0.02306225884181533,0.024955757587783855,0.010112702176041575,0.0021756203691788503,-0.0011283763638298408
ACN | 2022-09-22,-0.003551304852629984,0.004011204779489382,0.00013554143213205007,-0.004075995053478557,0.002244055301231958,-0.0018855407609708365,0.011296964472033273,0.0026734672533275175,-0.002331660650383812,-0.0016623541950256775,0.01085374087496253
ACN | 2022-06-23,0.0006271959708251743,0.013776696047998424,-0.0017288364542110968,0.014253811051494506,-0.013195399535964663,0.01194164049308502,-0.019348724429736622,-0.007166661860895169,-0.013465051021860611,0.0021433527649905772,
ACN | 2022-03-17,0.004348608445269107,0.019931815159233812,-0.0051525097329037685,0.004390460623589998,0.0030094799166049888,-0.03038073791936054,0.0009293941731704797,0.0016075789970090985,-0.003463501609345136,-0.008743027089693595,-0.0009147654847443849
ACN | 2021-12-16,-0.0012732552839746555,0.010814464012722616,0.004479702411821704,-0.01389765502100971,-0.0028025255868514495,0.07601105678021619,-0.0006566414474550274,-0.01501036527958059,-0.0009451659647160132,0.016127127801092836,-0.008129691479399813
ACN | 2021-09-23,-0.005204482805245315,-0.010679630489486718,0.008429353748706712,-0.003039366676393009,-7.272495189428706e-05,0.011447727345116248,-0.013033986126504946,-0.011419214616021618,-0.009462950529265345,-0.004256132609478893,0.0011171727239912693
ACN | 2021-06-24,0.0032629654967278095,0.00102321879139073,0.0008227194017227171,-0.005025149007179039,0.001145688878425657,0.014429618985245354,0.007101073303399825,-0.00506681928142491,0.008215600861317762,-0.007005544555518143,0.012198202987309652
ACN | 2021-03-18,0.02377249347090246,-0.006524990850065936,-0.002630185933853675,-0.008473117933254877,-0.0005197236406080125,0.02709957978680573,-0.010961706392188134,-0.0028121666937318025,0.012008673137186305,0.012072003865133421,-0.0021543669968941102
ACN | 2020-12-17,-0.0013882908486912318,-0.0002782201064595194,-0.004170906477399475,-0.00019700999667755445,-0.0004872448447736273,0.06251861115249344,0.010135853281980595,-0.014322850960500757,-0.005553958196288933,-0.008858592022572697,-0.0044901537065238405
ACN | 2020-09-24,-0.0025584228858322264,0.00850323550075574,0.002001510419401366,0.001322710018263399,-0.0021131339859540993,-0.07401692239269958,-0.01628905424084922,0.020563404880636654,0.01036286800555954,-0.0006481286600357322,-0.00965193160012844
ACN | 2020-06-25,-0.011750244877894105,-0.0009687826444203813,-0.0016394373321154702,0.019126889627469928,0.00012108671638619631,0.0651838265293557,0.0029117027494019315,-0.014224423835388456,-0.006755402475757351,-0.005916371976658754,0.0004571382156333169
ACN | 2020-03-19,0.014954615334348997,0.0020567143775180458,0.031022454349110065,-0.024055761584488175,0.007935939552038147,0.04379749526951986,-0.012620003296345952,-0.013820880767492796,0.0010689463241909947,-0.04346272755808702,0.06826004759440849
ACN | 2019-12-19,-0.0010897102619693653,0.012861250654099416,-0.015699405021321236,-0.00864354484952095,0.011533224813375806,0.007372178566115619,0.007983294764387958,-0.0026498906610685326,0.003392907915412442,-0.0035633074987491695,
ACN | 2019-09-26,0.0020050866216809737,-0.0038815832838270514,-0.0019514992799458334,-0.0061775354497127805,-0.0031949165294258243,0.008269059375360868,0.0008120658726905299,-0.0008328722498556901,-0.0024530629834629107,-0.007660743822949439,-0.0036889538169336787
ACN | 2019-06-27,0.0038667461746822677,-0.004098033311499509,0.004504226115019067,0.0031082157721724468,-0.007576611781101416,-0.005924411878403512,0.003428864971447766,0.0031318396771274053,0.005954590732591499,0.004332537927395965,
ACN | 2019-03-28,-8.635665697702931e-05,0.002561712488547349,-0.00023105853534262334,0.0033101183316234465,0.0020464747905861074,0.047898636432115824,-0.0023317937654673835,-0.011006459751617525,-0.005578686952019217,0.007877153999800606,-0.0026008944656440835
ACN | 2018-12-20,0.010286114933242234,-0.0070702061033703495,-0.00043718549060863324,0.0027700328509383506,0.01025536757851301,-0.03096030801039352,-0.019740218547357406,0.006161814976009691,-0.019027141875252167,-0.0002987035877784743,
ACN | 2018-09-27,-0.0037518915463315584,0.00040944949634045283,-0.005235668210367469,0.002254084324949288,0.004324892620954004,-0.020453950744207777,0.0005267020005755594,0.014855547790812596,-0.0019770232249772435,0.004527893449095432,-0.003967139428039099
